Number,Order_Group,Species_Name,Final_Status,Status_Confidence,Database_Confidence,Group_Count,Species_Count,Sequence_Count,predict,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,dN/dS_Similarity
132,Coleoptera_Group_35,Omonadus floralis,introduced,33.0,50.0,1,1.0,1,native,0.1918730546,,0.0502630467,,0.71849732,,0.061195560999999996,,0.0,,0.06995578870000001,
133,Coleoptera_Group_36,,,,,0,,1,native,0.1981778959,,0.0177824542,,1.07882281,,0.007648885367000001,,0.0,,0.01648320191,
134,Coleoptera_Group_37,,,,,0,,1,native,0.17963253829999998,,0.0228589122,,0.85925985,,0.008510689699999999,,1.1000000000000001e-08,,0.02660302608,
135,Coleoptera_Group_38,Contacyphon obscurus,native,100.0,100.0,2,1.0,2,native,0.1892682279,0.0391691017,0.01383605955,0.0020332103,0.90329138,0.16224594,0.006875521650000001,0.00457667,0.0,7.84e-07,0.01531738247,0.01253165595
136,Coleoptera_Group_38,Contacyphon variabilis,,33.0,50.0,2,1.0,2,native,0.1892682279,0.0391691017,0.01383605955,0.0020332103,0.90329138,0.16224594,0.006875521650000001,0.00457667,0.0,7.84e-07,0.01531738247,0.01253165595
137,Coleoptera_Group_39,Bruchidius villosus,introduced,100.0,100.0,1,1.0,1,native,0.20231066260000002,,0.052380686600000004,,0.79352908,,0.052185753200000004,,0.0,,0.06600978832,
138,Coleoptera_Group_4,Harmonia axyridis,introduced,100.0,100.0,1,1.0,5,introduced,0.2396788141,0.0,0.1008029798,0.0,0.62226491,0.0,0.1314290064,0.0,0.0,1.0,0.1619936753,
139,Coleoptera_Group_40,,,,,0,,1,native,0.1946787355,,0.0185194594,,1.02772051,,0.016529302,,0.0,,0.01801993754,
140,Coleoptera_Group_41,,,,,0,,1,native,0.1919011175,,0.0332004413,,0.74037672,,0.0324854551,,0.0,,0.04484263268,
141,Coleoptera_Group_42,Crepidodera nana,native,100.0,100.0,1,1.0,1,native,0.1883745988,,0.0558462334,,0.72988358,,0.0660617507,,1.7e-14,,0.07651389198,
142,Coleoptera_Group_43,,,,,0,,1,native,0.18891828789999998,,0.06018616,,0.63723355,,0.0663750689,,0.0,,0.09444913877999998,
143,Coleoptera_Group_44,,,,,0,,3,native,0.18981248879999998,0.008169388567,0.052279222400000006,0.0,0.64963035,0.03489106,0.0660617507,0.0,0.0,0.10999325,0.08047533863,0.0
144,Coleoptera_Group_45,Popillia japonica,introduced,100.0,100.0,1,1.0,1,native,0.1962278744,,0.02598433594,,0.84086082,,0.0230957148,,0.0,,0.03090206526,
145,Coleoptera_Group_46,Stelidota octomaculata,native,100.0,100.0,1,1.0,6,native,0.1870685677,0.010880441780000001,0.03749034782,0.0007058205467,0.81885038,0.04425845,0.05220829706999999,0.00160798,0.0,0.10519868,0.045784124589999996,0.01594770144
146,Coleoptera_Group_47,Melanotus hyslopi,,100.0,,1,1.0,1,native,0.1408878859,,0.0112938479,,0.70336424,,0.004576667,,0.0,,0.016056898059999998,
147,Coleoptera_Group_48,Melanotus communis,,100.0,,1,1.0,1,native,0.1408878859,,0.0122785826,,0.70336424,,0.004576667,,0.0,,0.01745693327,
148,Coleoptera_Group_49,Platydracus cinnamopterus,native,66.0,50.0,1,1.0,4,native,0.1928643641,0.023384163230000005,0.014398798400000001,0.0,0.81251213,0.09948568,0.0,0.0,0.0,0.19289889,0.01772133346,0.0
149,Coleoptera_Group_5,Dictyoptera aurora,native,100.0,100.0,1,1.0,1,native,0.22921161510000002,,0.086234545,,0.76550076,,0.1263815409,,0.0,,0.1126511553,
150,Coleoptera_Group_50,,,,,0,,1,native,0.1867500866,,0.0235459238,,0.83862961,,0.016529302,,0.0,,0.028076666410000003,
151,Coleoptera_Group_51,,,,,0,,2,introduced,0.2069593054,0.0,0.046433463,0.0,0.7818133,0.0,0.052185753200000004,0.0,0.0,1.0,0.059392009579999995,
152,Coleoptera_Group_52,Ataenius spretulus,native,100.0,100.0,1,1.0,1,native,0.2035070162,,0.0404203002,,0.90081211,,0.051533650099999995,,0.0,,0.044870955610000006,
153,Coleoptera_Group_53,,,,,0,,1,native,0.175224868,,0.019683684950000002,,0.79843254,,0.0184337017,,0.0,,0.024652909249999997,
154,Coleoptera_Group_54,Dermestes lardarius,introduced,66.0,50.0,1,1.0,1,native,0.18265002530000002,,0.0447738757,,0.72662749,,0.0467374779,,0.0,,0.06161874732000001,
155,Coleoptera_Group_55,Telephanus velox,native,100.0,100.0,1,1.0,1,native,0.1540304971,,0.0381001613,,0.58678728,,0.0432968058,,0.0,,0.06493010772,
156,Coleoptera_Group_56,Stilbus apicialis,native,33.0,,1,1.0,1,native,0.104845966,,0.0182072326,,0.44982983,,0.0184337017,,8.08e-13,,0.04047582305,
157,Coleoptera_Group_57,Acylomus ergoti,native,66.0,50.0,1,1.0,1,native,0.104845966,,0.0182072326,,0.44982983,,0.0184337017,,7.41e-12,,0.04047582305,
158,Coleoptera_Group_58,Trox scaber,introduced,66.0,50.0,1,1.0,1,native,0.18460171420000002,,0.03445487161,,0.71323222,,0.0372135963,,0.0,,0.048308069440000004,
159,Coleoptera_Group_59,Pedilus lugubris,,100.0,,1,1.0,1,native,0.1900917355,,0.0672394169,,0.58205817,,0.0907543633,,0.0,,0.11552009810000001,
160,Coleoptera_Group_6,,,,,0,,1,native,0.2307711596,,0.0228589122,,1.18609805,,0.008510689699999999,,0.0,,0.01927236302,
161,Coleoptera_Group_60,Labarrus cincticulus,,66.0,,1,1.0,1,native,0.1932145984,,0.0226977432,,0.89476648,,0.004576667,,0.0,,0.02536722565,
162,Coleoptera_Group_61,Ischnopterapion virens,,66.0,,1,1.0,2,introduced,0.18857805800000002,0.0,0.043177388899999995,0.0,0.71158785,0.0,0.0324854551,0.0,0.0,1.0,0.060677524079999996,
163,Coleoptera_Group_62,,,,,0,,1,native,0.22460920690000002,,0.043177388899999995,,0.86932942,,0.0324854551,,0.0,,0.04966746541,
164,Coleoptera_Group_63,Strigota ambigua,native,100.0,100.0,1,1.0,1,native,0.1743457607,,0.0185194594,,0.72917306,,0.0170944334,,0.0,,0.02539789306,
165,Coleoptera_Group_64,,,,,0,,3,native,0.1776002203,0.0030483589,0.045752228799999996,0.0,0.69529595,0.01234596,0.061195560999999996,0.0,0.0,0.1573445,0.06580252452,0.0
166,Coleoptera_Group_65,,,,,0,,1,native,0.1731220128,,0.0226977432,,0.71731805,,0.0184337017,,0.0,,0.031642509480000004,
167,Coleoptera_Group_66,,,,,0,,1,native,0.1890845687,,0.0454684664,,0.7091708999999999,,0.070951736,,0.0,,0.06411496354,
168,Coleoptera_Group_67,,,,,0,,1,native,0.1745303085,,0.0324478083,,0.70957617,,0.0170944334,,0.0,,0.045728435750000004,
169,Coleoptera_Group_68,Cicindela purpurea,native,100.0,100.0,1,1.0,1,native,0.1760348577,,0.0290645229,,0.86554769,,0.01928235107,,0.0,,0.033579343160000004,
170,Coleoptera_Group_69,,,,,0,,1,native,0.1314302266,,0.0148468423,,0.60091333,,0.0138570347,,0.0,,0.024707127569999997,
171,Coleoptera_Group_7,Plagiometriona clavata,native,33.0,50.0,1,1.0,1,native,0.2260182785,,0.0744585811,,0.82893711,,0.1109570706,,0.0,,0.08982416181,
172,Coleoptera_Group_70,,,,,0,,1,native,0.09724503429999999,,0.012324823700000001,,0.41193253,,0.0091743763,,0.0,,0.029919520319999997,
173,Coleoptera_Group_71,Sepedophilus testaceus,introduced,100.0,50.0,1,1.0,3,native,0.09724503429999999,0.008173147467,0.012324823700000001,0.0,0.41193253,0.03313842,0.004576667,0.0,0.0,0.33630168,0.029919520319999997,0.0
174,Coleoptera_Group_72,Lithocharis nigriceps,introduced,100.0,50.0,1,2.0,1,native,0.16220421869999999,,0.023640189300000003,,0.64797368,,0.0230957148,,0.0,,0.03648325546,
175,Coleoptera_Group_73,Lithocharis nigriceps,introduced,100.0,50.0,1,2.0,3,native,0.16220421869999999,0.0122718635,0.023640189300000003,0.0,0.64617115,0.05110929,0.0230957148,0.0,5.53e-13,0.00961741,0.03658502751,0.0
176,Coleoptera_Group_74,,,,,0,,1,native,0.1577810576,,0.0299924623,,0.67657957,,0.0310905871,,0.0,,0.04432954176,
177,Coleoptera_Group_75,Oscarinus rusicola,native,100.0,100.0,1,1.0,1,native,0.1578032636,,0.022736842799999997,,0.66532983,,0.004576667,,0.0,,0.03417379137,
178,Coleoptera_Group_76,,,,,0,,2,native,0.1546334766,0.006112676899999999,0.0153431877,0.0,0.67552506,0.02526555,0.0137933221,0.0,0.0,0.04505343,0.022712980770000002,0.0
179,Coleoptera_Group_77,Lithocharodes longicollis,native,66.0,50.0,1,1.0,3,introduced,0.1517369637,0.0,0.033156498300000004,0.0,0.62529185,0.0,0.0432968058,0.0,6.7e-14,1.0,0.05302563643,
180,Coleoptera_Group_78,Sepedophilus opicus,native,66.0,50.0,1,1.0,1,native,0.1501086377,,0.0153431877,,0.65690836,,0.004576667,,0.0,,0.023356663780000002,
181,Coleoptera_Group_79,,,,,0,,1,native,0.1289178098,,0.0182503091,,0.61157113,,0.0091743763,,0.0,,0.029841678599999998,
182,Coleoptera_Group_8,Paria fragariae,native,100.0,100.0,1,1.0,2,introduced,0.2254664362,0.0,0.0361764924,0.0,0.88608622,0.0,0.0467374779,0.0,0.0,1.0,0.04082728247,
183,Coleoptera_Group_80,Tachinus corticinus,introduced,100.0,50.0,1,1.0,2,introduced,0.1276870265,0.0,0.016222329,0.0,0.60760641,0.0,0.0,0.0,0.0,1.0,0.026698745660000002,
184,Coleoptera_Group_81,,,,,0,,1,native,0.1249432019,,0.0240295153,,0.51294789,,0.0206192872,,0.0,,0.04684591899,
185,Coleoptera_Group_82,,,,,0,,1,native,0.1249432019,,0.016222329,,0.46859107,,0.0,,0.0,,0.03461937292,
186,Coleoptera_Group_83,,,,,0,,3,native,0.196147922,0.0091756841,0.0177824542,0.002699061867,0.84509758,0.02951467,0.007648885367000001,0.00611625,0.0,0.07228089,0.021041894590000002,0.09144814652000001
187,Coleoptera_Group_84,,,,,0,,1,native,0.17228023850000002,,0.04506270257,,0.66837574,,0.0499426308,,0.0,,0.06742121216,
188,Coleoptera_Group_85,Gauropterus fulgidus,introduced,100.0,50.0,1,1.0,1,native,0.1701974408,,0.03200761,,0.74757231,,0.0206192872,,0.0,,0.042815403370000005,
189,Coleoptera_Group_86,Psephenus herricki,native,100.0,100.0,1,1.0,1,native,0.1872916032,,0.038315518300000004,,0.76936604,,0.049271049000000004,,0.0,,0.04980141611,
190,Coleoptera_Group_87,Atomaria lewisi,introduced,66.0,50.0,1,1.0,5,native,0.18330836050000002,0.00152353976,0.057539533899999995,0.0,0.67972171,0.00627363,0.070951736,0.0,0.0,0.42214842,0.08465160528999999,0.0
191,Coleoptera_Group_88,,,,,0,,1,native,0.1842538895,,0.0364288855,,0.85698342,,0.025752496099999998,,0.0,,0.04250827338,
192,Coleoptera_Group_89,,,,,0,,2,introduced,0.1703815684,0.0,0.0205351637,0.0,0.70709355,0.0,0.0277795641,0.0,0.0,1.0,0.02904165043,
193,Coleoptera_Group_9,Cyrtepistomus castaneus,introduced,33.0,,1,1.0,2,introduced,0.2218825271,0.0,0.038231417000000004,0.0,0.95095094,0.0,0.0419641991,0.0,0.0,1.0,0.04020335371,
194,Coleoptera_Group_90,,,,,0,,1,native,0.17280761449999998,,0.0514566905,,0.60054754,,0.06184002505,,0.0,,0.08568295942,
195,Coleoptera_Group_91,,,,,0,,2,native,0.20321824149999998,0.044006045599999995,0.0320578255,0.0,0.78102878,0.19903989,0.0324854551,0.0,0.0,4.8899999999999995e-08,0.04104563919,0.0
196,Coleoptera_Group_92,Melanophthalma inermis,,66.0,,1,1.0,1,native,0.1692628057,,0.0598717379,,0.48464934,,0.0611544232,,2.1e-11,,0.1235362002,
197,Coleoptera_Group_93,Cymbiodyta minima,native,100.0,100.0,1,1.0,1,native,0.1701040546,,0.0256522983,,0.72618356,,0.0137933221,,5.21e-14,,0.03532481278,
198,Coleoptera_Group_94,,,,,0,,1,native,0.17976786120000002,,0.03749034782,,0.66655166,,0.0419641991,,0.0,,0.05624522459,
199,Coleoptera_Group_95,,,,,0,,1,native,0.18271892879999999,,0.0112938479,,0.73587735,,0.0137933221,,0.0,,0.0153474596,
200,Coleoptera_Group_96,Ptomaphagus brevior,native,100.0,100.0,1,1.0,1,native,0.1645660601,,0.0384751654,,0.56899634,,0.025752496099999998,,1.32e-12,,0.06761935481,
201,Coleoptera_Group_97,,,,,0,,1,native,0.1611184066,,0.014398798400000001,,0.68161816,,0.0,,0.0,,0.02112443483,
202,Coleoptera_Group_98,,,,,0,,2,native,0.1553113152,0.0202846903,0.0082165437,0.0,0.65362539,0.08618744,0.0,0.0,0.0,0.00026218,0.012570722959999999,0.0
203,Coleoptera_Group_99,,,,,0,,1,native,0.1545975717,,0.02744211108,,0.67849431,,0.0264332571,,0.0,,0.040445602389999995,
204,Dermaptera_Group_1,Forficula auricularia-A,introduced,66.0,50.0,1,1.0,4,native,,0.00076694435,,0.0,,0.00076694435,,0.0,0.6519,0.659,,0.0
205,Diptera_Group_1,,,,,0,,1,native,0.28449815,,0.15242821,,0.70786804,,0.24740817,,1.4699999999999998e-10,,0.2153342168,
206,Diptera_Group_10,,,,,0,,5,native,0.15271875,0.01558686,0.02914606,0.0,0.58153864,0.06697627,0.0184337,0.0,2.2e-10,0.16372107,0.050118870860000005,0.0
207,Diptera_Group_100,Drosophila immigrans,,66.0,,1,1.0,1,native,0.12851591,,0.01146714,,0.54314385,,0.0,,8.94e-11,,0.021112528480000003,
208,Diptera_Group_101,Oscinella frit,,66.0,,1,1.0,1,native,0.0632346,,0.01208891,,0.25321755,,0.02777956,,2.75e-10,,0.04774120119,
209,Diptera_Group_102,,,,,0,,3,native,0.0632346,0.00101541,0.01208891,0.0,0.25321755,0.00423731,0.0184337,0.0,2.73e-10,0.54519519,0.04774120119,0.0
210,Diptera_Group_103,,,,,0,,1,native,0.1205163,,0.0193231,,0.47575649999999997,,0.0184337,,1.74e-10,,0.04061552496,
211,Diptera_Group_104,,,,,0,,2,introduced,0.12081258,0.0,0.02869202,0.0,0.43514737,0.0,0.02666825,0.0,5.649999999999999e-09,1.0,0.06593632865,
212,Diptera_Group_105,,,,,0,,1,native,0.09733066,,0.00503696,,0.48154766,,0.00492686,,1.8600000000000002e-11,,0.01045994077,
213,Diptera_Group_106,,,,,0,,1,native,0.09733066,,0.00503696,,0.48154766,,0.00492686,,0.0,,0.01045994077,
214,Diptera_Group_107,,,,,0,,1,native,0.11414306,,0.02112096,,0.444576,,0.0184337,,1.8399999999999998e-10,,0.0475080976,
215,Diptera_Group_108,Drosophila affinis,native,33.0,50.0,1,1.0,3,native,0.11693063,0.00663875,0.01146714,0.0,0.45632258,0.02804786,0.0,0.0,3.6799999999999997e-10,0.11681452,0.025129459950000002,0.0
216,Diptera_Group_109,Drosophila simulans,,66.0,,1,1.0,3,introduced,0.0608278,0.0,0.00672455,0.0,0.26046672,0.0,0.00152556,0.0,7.32e-11,1.0,0.025817309790000003,
217,Diptera_Group_11,Cladopelma galeator,native,33.0,50.0,1,1.0,3,native,0.1535963,0.01962181,0.019877799999999998,0.0,0.59712984,0.08426971,0.00917438,0.0,1.0199999999999999e-12,0.33333938,0.033288907480000005,0.0
218,Diptera_Group_110,Drosophila melanogaster,,66.0,,1,1.0,3,native,0.0608278,0.00101541,0.00672455,0.00134318,0.26046672,0.0,0.00152556,0.00305111,2.53e-09,0.5458916,0.025817309790000003,
219,Diptera_Group_111,,,,,0,,3,native,0.11053982,0.0010156,0.01853427,0.0,0.45563895,0.00421943,0.01379332,0.0,3.59e-09,0.54519949,0.040677536460000004,0.0
220,Diptera_Group_112,Chymomyza amoena,native,66.0,50.0,1,1.0,1,native,0.10965791,,0.01826883,,0.35677353,,0.00917438,,6.73e-11,,0.05120567661,
221,Diptera_Group_113,Spilomyia longicornis,native,33.0,50.0,1,1.0,3,native,0.10807086,0.00509107,0.01829979,0.0,0.45305536,0.02120735,0.01324523,0.0,7.56e-10,0.12924180000000002,0.04039195122,0.0
222,Diptera_Group_114,,,,,0,,2,native,0.10454160000000001,0.00152312,0.01935591,0.0,0.38739657,0.00631583,0.01993421,0.0,5.65e-08,0.31780243,0.0499640717,0.0
223,Diptera_Group_115,Toxomerus marginatus,native,33.0,50.0,1,1.0,7,native,0.10359528,0.00450611,0.01370232,0.0,0.43499898,0.01893429,0.0184337,0.0,1.3899999999999999e-10,0.10180578,0.03149966007,0.0
224,Diptera_Group_116,Dasysyrphus venustus,native,33.0,50.0,1,1.0,1,native,0.09789863,,0.01217477,,0.43648224,,0.01379332,,2.41e-09,,0.02789293328,
225,Diptera_Group_117,,,,,0,,4,native,0.09662093,0.00076156,0.00976616,0.0,0.39356804,0.00307379,0.00457667,0.0,1.96e-10,0.65892145,0.024814413280000003,0.0
226,Diptera_Group_118,,,,,0,,1,native,0.09250425,,0.01013187,,0.41446231,,0.0,,5.870000000000001e-07,,0.02444581752,
227,Diptera_Group_119,,,,,0,,1,native,0.05565961,,0.00302929,,0.24400702,,0.00457667,,3.8e-09,,0.01241476577,
228,Diptera_Group_12,,,,,0,,1,native,0.12232766,,0.00406919,,0.64466656,,0.00457667,,0.0,,0.006312084809,
229,Diptera_Group_120,,,,,0,,1,native,0.05565961,,0.00302929,,0.24400702,,0.00457667,,5.1799999999999994e-08,,0.01241476577,
230,Diptera_Group_121,Sericomyia slossonae,native,66.0,50.0,1,1.0,2,introduced,0.08995926,0.0,0.00923445,0.0,0.37016042,0.0,0.00926012,0.0,1.3600000000000001e-08,1.0,0.024947156690000003,
231,Diptera_Group_122,,,,,0,,1,native,0.05293707,,0.00723478,,0.21207604,,0.00457667,,3.25e-07,,0.03411408474,
232,Diptera_Group_123,,,,,0,,1,native,0.05293707,,0.00723478,,0.21207604,,0.005449600000000001,,3.46e-06,,0.03411408474,
233,Diptera_Group_124,,,,,0,,1,native,0.0835814,,0.01013187,,0.31080411,,0.0,,8.469999999999999e-09,,0.032598893239999996,
234,Diptera_Group_125,Platycheirus inversus,native,66.0,50.0,1,1.0,2,native,0.06408449,0.00163821,0.00419784,0.0,0.27390597,0.00674162,0.00475747,0.0,3.3e-08,0.31770006,0.015325843390000001,0.0
235,Diptera_Group_126,Platycheirus orarius,native,66.0,50.0,1,1.0,1,native,0.05037344,,0.00201613,,0.22359862,,0.00457667,,1.32e-10,,0.009016737223,
236,Diptera_Group_127,Platycheirus hyperboreus,native,33.0,50.0,1,1.0,1,native,0.05037344,,0.00201613,,0.22359862,,0.00457667,,4.94e-09,,0.009016737223,
237,Diptera_Group_128,,,,,0,,1,native,0.08076696,,0.00808851,,0.31080411,,0.0,,1.1599999999999999e-07,,0.0260244628,
238,Diptera_Group_129,,,,,0,,3,introduced,0.07461131,0.0,0.00201884,0.0,0.3398926,0.0,0.0,0.0,9.52e-11,1.0,0.005939640934,
239,Diptera_Group_13,,,,,0,,4,introduced,0.12232766,0.0,0.00406919,0.0,0.61750226,0.0,0.00457667,0.0,0.0,1.0,0.006589757258999999,
240,Diptera_Group_130,,,,,0,,5,native,0.05664098,0.00615092,0.0,0.0,0.26045191,0.02582238,0.0,0.0,3.48e-11,0.60057096,0.0,0.0
241,Diptera_Group_131,,,,,0,,2,native,0.04196602,0.00152341,0.0,0.0,0.17870383,0.00621122,0.0,0.0,2.1100000000000004e-09,0.31782759,0.0,0.0
242,Diptera_Group_132,,,,,0,,1,native,0.03147138,,0.0,,0.13799403,,0.0,,2.49e-08,,0.0,
243,Diptera_Group_133,Hydrophorus aestuum,native,66.0,50.0,1,1.0,1,native,0.13496217,,0.02554743,,0.47593412,,0.03248546,,6.72e-11,,0.05367850071000001,
244,Diptera_Group_134,,,,,0,,1,native,0.1317745,,0.00807817,,0.56175562,,0.00457667,,0.0,,0.014380221059999998,
245,Diptera_Group_135,,,,,0,,5,native,0.11907494,0.00156651,0.01640743,0.0,0.47634174,0.0063943,0.01341313,0.0,2.26e-11,0.47429108,0.034444661519999996,0.0
246,Diptera_Group_136,Megaselia hirticrus,introduced,33.0,50.0,1,1.0,1,native,0.11598937,,0.0100808,,0.48051975,,0.0,,5.0600000000000005e-11,,0.0209789504,
247,Diptera_Group_137,Diplonevra nitidula,native,33.0,50.0,1,1.0,3,introduced,0.0828767,0.0,0.00601206,0.0,0.39605057,0.0,0.00457667,0.0,8.45e-09,1.0,0.01518003118,
248,Diptera_Group_138,,,,,0,,1,native,0.0828767,,0.00601206,,0.39605057,,0.00457667,,6.88e-11,,0.01518003118,
249,Diptera_Group_139,,,,,0,,1,native,0.10331803,,0.00806188,,0.43459809,,0.0,,1.7300000000000002e-09,,0.01855019657,
250,Diptera_Group_14,,,,,0,,1,native,0.19362454,,0.03285946,,0.76787249,,0.02777956,,0.0,,0.04279286005,
251,Diptera_Group_140,,,,,0,,1,native,0.09931916,,0.00805377,,0.48051975,,0.0,,4.63e-10,,0.01676053898,
252,Diptera_Group_141,,,,,0,,2,introduced,0.06401275,0.0,0.00401742,0.0,0.29036578,0.0,0.0,0.0,1.08e-08,1.0,0.013835721280000001,
253,Diptera_Group_142,,,,,0,,1,native,0.06401275,,0.00401742,,0.29036578,,0.0,,5.09e-10,,0.013835721280000001,
254,Diptera_Group_143,Anopheles walkeri,native,66.0,50.0,1,1.0,23,native,0.11543678,0.00438596,0.01110944,0.0,0.54696578,0.01870939,0.00366133,0.0,1.84e-11,0.16184498,0.020311032990000002,0.0
255,Diptera_Group_144,Anopheles quadrimaculatus,native,66.0,50.0,1,1.0,4,native,0.09449449,0.00330443,0.00698709,0.0,0.44973631,0.01365839,0.00459908,0.0,1.72e-10,0.26056929999999995,0.0155359704,0.0
256,Diptera_Group_145,Anopheles punctipennis,native,33.0,50.0,1,3.0,26,native,0.0780011,0.00851741,0.00213802,0.0,0.388027,0.03623198,0.0,0.0,3e-09,0.03337711,0.005509977397999999,0.0
257,Diptera_Group_146,Anopheles crucians,native,66.0,50.0,2,1.0,5,native,0.0780011,0.01608733,0.00213802,0.0,0.388027,0.07217831,0.0,0.0,1.72e-07,0.02003821,0.005509977397999999,0.0
258,Diptera_Group_146,Anopheles punctipennis,native,33.0,50.0,2,3.0,5,native,0.0780011,0.01608733,0.00213802,0.0,0.388027,0.07217831,0.0,0.0,1.72e-07,0.02003821,0.005509977397999999,0.0
259,Diptera_Group_147,,,,,0,,2,introduced,0.11571669,0.0,0.01191243,0.0,0.4741947,0.0,0.00492686,0.0,1.4e-08,1.0,0.02512139001,
260,Diptera_Group_148,Fannia canicularis,,66.0,,1,1.0,2,native,0.11571669,0.00152341,0.00770885,0.0,0.42512061,0.00634253,0.0,0.0,9.5e-11,0.31779601,0.01813332456,0.0
261,Diptera_Group_149,Neolimnophila placida,native,33.0,50.0,1,1.0,1,native,0.13011715,,0.0224583,,0.51988643,,0.03248546,,6.759999999999999e-13,,0.04319847317,
262,Diptera_Group_15,,,,,0,,1,native,0.19015838,,0.07917838,,0.56566351,,0.11607217,,7.209999999999999e-12,,0.1399743462,
263,Diptera_Group_150,Tipula oleracea,native,33.0,50.0,1,1.0,2,introduced,0.12688022,0.0,0.00605045,0.0,0.55924652,0.0,0.0,0.0,3.4200000000000004e-12,1.0,0.01081893187,
264,Diptera_Group_151,Tipula hermannia,native,66.0,50.0,1,1.0,1,native,0.10932369,,0.00807817,,0.48013623,,0.00457667,,1.8100000000000002e-10,,0.01682474576,
265,Diptera_Group_152,Tipula cf. maritima,,33.0,,1,1.0,2,native,0.10932369,0.00152312,0.00605045,0.0,0.53259995,0.00632915,0.0,0.0,1.0900000000000001e-11,0.31779923,0.011360215109999999,0.0
266,Diptera_Group_153,,,,,0,,1,native,0.11781352,,0.00809178,,0.56929858,,0.00493828,,0.0,,0.014213595969999998,
267,Diptera_Group_154,,,,,0,,1,native,0.06051903,,0.00207476,,0.27282377,,0.0,,4.71e-12,,0.007604762591,
268,Diptera_Group_155,Ctenophora apicata,native,33.0,50.0,1,1.0,2,native,0.06051903,0.0015986,0.00207476,0.0,0.27282377,0.00656459,0.0,0.0,3.99e-12,0.31774262,0.007604762591,0.0
